company,job_title,location,posted_date,stipend
Virtual Silver Technology Private Limited,Associate Java Developer,Work from home,,"₹ 9,00,000 - 12,00,000"
Virtual Silver Technology Private Limited,Junior Image Processing Associate,Work from home,,"₹ 6,00,000 - 8,00,000"
Virtual Silver Technology Private Limited,Junior Psychologist,Work from home,,"₹ 8,00,000 - 10,00,000"
Mangostine Technologies Private Limited,Graphic Designer,Noida,,"₹ 2,00,000 - 4,00,000"
Satyam Inc (FOOdease),Business Development Executive,Mumbai,,"₹ 2,00,000 - 2,20,000"
Splice Laminates,Field Sales Executive,Agra,,"₹ 2,00,000 - 3,60,000"
The Future University,Relationship Manager,Mohali,,"₹ 3,00,000 - 4,20,000"
Hunt Jobs Private Limited,Market Research Associate,Mumbai,,"₹ 2,40,000 - 3,00,000"
SuperHuman Race Private Limited,PA (Personal Assistant) To CEO,Chennai,,"₹ 2,40,000 - 3,60,000"
Wian Tech Private Limited,Human Resources (HR) Executive,Mumbai,,"₹ 2,00,000"
Wynisco Inc,Human Resources (HR) Executive,Pune,,"₹ 5,00,000"
EduMarvel,Business Development Associate,Indore,,"₹ 3,00,000"
The Skillians,Business Development Specialist,Gurgaon,,"₹ 2,50,000 - 3,00,000"
Wehire Talent Solutions,Nepali Language Interpreter,Work from home,,"₹ 4,50,000 - 5,40,000"
Qrata,Junior Talent Acquisition Associate,Mumbai,,"₹ 3,00,000 - 5,00,000"
Surya Chaturvedi,Senior Video Editor,Work from home,,"₹ 5,00,000"
NMG Technologies,Junior Search Engine Optimization (SEO) Specialist,Faridabad,,"₹ 3,00,000 - 6,00,000"
Winster,Corporate Sales Executive,Delhi,,"₹ 2,00,000 - 3,00,000"
Break The Code,Junior Associate Performance Marketing,Mumbai,,"₹ 2,00,000 - 3,00,000"
Cosmos Staffing Solutions,Customer Acquisition Executive,Noida,,"₹ 2,00,000 - 3,00,000"
Codelux Solutions,Back-end Operating Executive,Work from home,,"₹ 4,00,000 - 7,00,000"
Codelux Solutions,Computer Executive,Work from home,,"₹ 4,00,000 - 8,00,000"
Reinforce Tech,Associate Back-End Operations Executive,Work from home,,"₹ 4,00,000 - 8,00,000"
Reinforce Tech,Computer Operator,Work from home,,"₹ 4,00,000 - 7,00,000"
Media Vantage,Junior Social Media Marketing Executive,Mumbai,,"₹ 5,00,000"
Onremote Telecom Private Limited,Junior Network Engineer,Noida,,"₹ 2,00,000"
Enhance Lifestyle Private Limited,Procurement Manager,Delhi,,"₹ 2,00,000 - 6,00,000"
Indian Youth Congress,Junior Software Developer,Work from home,,"₹ 2,40,000 - 4,00,000"
Codelux Solutions,Finance Executive,Work from home,,"₹ 4,00,000 - 7,00,000"
Codelux Solutions,Data Entry Specialist,Work from home,,"₹ 4,00,000 - 7,00,000"
Codelux Solutions,Junior Big Data Executive,Work from home,,"₹ 4,00,000 - 8,00,000"
Codelux Solutions,Java Developer,Work from home,,"₹ 4,00,000 - 7,00,000"
Odisha Shines,Video Editor,Work from home,,"₹ 2,00,000 - 2,40,000"
Codelux Solutions,Junior Data Entry Executive,Work from home,,"₹ 4,00,000 - 7,00,000"
Bosscoder Academy,Influencer Marketing Specialist,Noida,,"₹ 3,00,000 - 5,00,000"
Internshala,Data Analyst,Gurgaon,,"₹ 10,00,000"
RapidQuest,Full Stack Developer,Work from home,,"₹ 5,00,000 - 7,00,000"
PolicyBazaar.com,Corporate Sales Associate,Gurgaon,,"₹ 2,50,000 - 3,60,000"
Water Town Swim School,Swim Teacher Assistance - Delhi,Delhi,,"₹ 2,00,000 - 2,05,000"
Water Town Swim School,Deck Ambassador - Delhi,Delhi,,"₹ 2,00,000 - 2,05,000"
Zigsaw Consultancy,Business Development Executive,Ahmedabad,,"₹ 2,50,000"
Virtual Silver Technology Private Limited,Database Building/Management Executive,Work from home,,"₹ 9,00,000 - 12,00,000"
Virtual Silver Technology Private Limited,Associate Industrial Designer,Work from home,,"₹ 9,00,000 - 12,00,000"
Virtual Silver Technology Private Limited,Junior Content Developer (Logical Reasoning),Work from home,,"₹ 6,00,000 - 8,00,000"
Virtual Silver Technology Private Limited,Junior Hospitality Associate,Work from home,,"₹ 6,00,000 - 8,00,000"
Virtual Silver Technology Private Limited,Senior Product Manager,Work from home,,"₹ 9,00,000 - 12,00,000"
Virtual Silver Technology Private Limited,Senior Copywriter,Work from home,,"₹ 6,00,000 - 8,00,000"
Virtual Silver Technology Private Limited,Administration Supervisor,Work from home,,"₹ 6,00,000 - 8,00,000"
Virtual Silver Technology Private Limited,Junior Talent Acquisition Executive,Work from home,,"₹ 9,00,000 - 12,00,000"
Virtual Silver Technology Private Limited,Junior Visual Designer,Work from home,,"₹ 8,00,000 - 10,00,000"
GIGL Summaries,Social Media Content Distribution Specialist,Work from home,,"₹ 2,00,000 - 2,50,000"
Zinque Patisserie,Pastry Chef,Mumbai,,"₹ 2,40,000 - 3,00,000"
Goyal Sons Group,Retail Sales Officer & Manager,Rohtak,,"₹ 2,00,000 - 6,00,000"
S P Solutions Point Private Limited,Desktop Support Engineer,Bikaner,,"₹ 2,00,000 - 2,20,000"
Qween Network LLP,Business Development Executive,Mumbai,,"₹ 2,50,000 - 3,00,000"
SpireEdu Services,Pentab Video Creation - Chemistry And Mathematics (Grades 9 & 10),Work from home,,"₹ 2,00,000 - 2,00,001"
Arth,Junior Company Secretary (CS),Gurgaon,,"₹ 3,00,000 - 4,00,000"
Total Realty Solutions,Corporate Sales Associate,Bhopal,,"₹ 3,00,000 - 5,00,000"
Ambe Healthcare Staffing,US Healthcare Recruiter,Mumbai,,"₹ 2,04,000 - 2,40,000"
Plant Global Technologies,Telecaller,Mumbai,,"₹ 2,00,000 - 2,50,000"
Krishang Technolab,Human Resources (HR) Executive,Ahmedabad,,"₹ 2,00,000 - 2,00,001"
Art For Humanity Foundation,Corporate Sales Associate,Work from home,,"₹ 2,50,000 - 4,00,000"
RS Technologies,Web Developer,Delhi,,"₹ 2,00,000 - 2,50,000"
Ecosun Power Solutions,Telecaller,Alappuzha,,"₹ 2,00,000"
Big Internet E-commerce Private Limited,Associate Graphic Designer,Work from home,,"₹ 2,00,000 - 3,00,000"
Bilivin Education LLP,Business Development Executive,Kalyan,,"₹ 2,00,000 - 3,00,000"
ISOLS GROUP Private Limited,Graphic Designer,Gurgaon,,"₹ 5,00,000"
Foreantech,Video Editor,Gurgaon,,"₹ 2,00,000"
VoloFin Services Private Limited,Junior Operations Associate,Mumbai,,"₹ 2,00,000 - 3,00,000"
The Skillians,Business Development Executive,Delhi,,"₹ 2,00,000 - 2,50,000"
TSL Marketing,Business Development Specialist,Pune,,"₹ 2,00,000 - 3,00,000"
Wehire Talent Solutions,Human Resources (HR) Executive,Mumbai,,"₹ 2,40,000 - 3,00,000"
Kms Computer Services And Consultancy,Software Sales And Support Executive,Work from home,,"₹ 2,50,000 - 4,00,000"
NMG Technologies,Junior Search Engine Optimization (SEO) Associate,Gurgaon,,"₹ 2,00,000 - 6,00,000"
AaoChalo (a Unit Of Best International Tour Private Limited),Travel Sales Executive,Mumbai,,"₹ 2,00,000"
Coral Knowledge Services Private Limited,Human Resources (HR) Associate,Delhi,,"₹ 2,00,000 - 2,50,000"
ShipCorrect,Business Development Associate,Mumbai,,"₹ 2,00,000"
Warehouse Now,Data Analytics Manager,Bangalore,,"₹ 5,00,000 - 8,00,000"
Skillskraft,Digital Marketing Executive,Noida,,"₹ 2,00,000 - 3,00,000"
Saffron4health,Video Editor,Mumbai,,"₹ 2,00,000 - 2,50,000"
SUHANA CHAUHAN,Telecaller,Chandigarh,,"₹ 2,00,000 - 2,50,000"
Ripervalley,Junior Video Editor,Work from home,,"₹ 2,00,000 - 3,00,000"
Indian Robotics Solution,Research & Development Assistant,Noida,,"₹ 2,00,000 - 4,00,000"
Wehire Talent Solutions,Punjabi And English Language Interpreter,Work from home,,"₹ 4,00,000 - 5,40,000"
Wekure Health,Corporate Sales Manager,Gurgaon,,"₹ 5,00,000 - 7,00,000"
Spark-A-Change Foundation,Program Manager,Mumbai,,"₹ 5,50,000 - 7,00,000"
Squadra Media Private Limited,Product Manager,Bangalore,,"₹ 8,00,000 - 10,00,000"
IDEA WAREHOUSE LTD,Business Development Executive,Work from home,,"₹ 2,64,000 - 3,00,000"
Benchmarx Academy,Customer Service Executive,Mumbai,,"₹ 2,00,000 - 2,40,000"
Rikesh Gupta,Data Analyst,Guwahati,,"₹ 2,00,000 - 3,00,000"
IBWC,Field Sales Executive,Jaipur,,"₹ 3,00,000 - 4,50,000"
Forte Kochi Hotel (Unit Of Paul Resorts & Hotels Ltd),General Trade Mechanic,Kochi,,"₹ 2,16,000 - 2,40,000"
UBS Forums,Corporate Sales Executive,Mumbai,,"₹ 2,00,000 - 3,00,000"
Acarya Smartprep Eduventure LLP,Business Development Associate,Bokaro Steel City,,"₹ 3,60,000 - 4,80,000"
Jupitice Justice Technologies Pvt. Ltd,Junior Lawyer,Chandigarh,,"₹ 2,00,000"
Imagitime,Visual Designer,Work from home,,"₹ 6,00,000 - 10,00,000"
Dev Mantra Financial Services,Associate Accountant,Bangalore,,"₹ 2,00,000 - 2,10,000"
Proto Business Solutions,Telecaller,Bangalore,,"₹ 2,00,000 - 2,10,000"
Nandyavart Consultancy Services,Junior Business Development Executive,Chandigarh,,"₹ 2,00,000 - 2,05,000"
Crayon InfoTech,PHP Developer,Mumbai,,"₹ 2,00,000 - 4,00,000"
EMilestones,Human Resources (HR) Executive,Thane,,"₹ 2,00,000 - 3,00,000"
Varthana Finance Private Limited,Collection Executive,Bangalore,,"₹ 2,50,000 - 3,50,000"
Botaniclay Bricks,Civil Engineer,Bangalore,,"₹ 5,00,000 - 5,50,000"
Babble Wrap,Graphic Designer,Mumbai,,"₹ 2,00,000"
Little Pods,Special Needs Teacher,Thane,,"₹ 2,00,000 - 2,40,000"
Ekya Schools,Teacher,Bangalore,,"₹ 3,60,000 - 4,50,000"
Varshaa Weblabs,Junior PHP Developer,Surat,,"₹ 2,40,000 - 5,40,000"
Phoren Kampus,Business Development Executive,Mumbai,,"₹ 2,00,000 - 3,00,000"
Lead 2 Connect,Sales Executive,Delhi,,"₹ 2,00,000 - 3,00,000"
Interactive Brokers,New Account Document Processor,Mumbai,,"₹ 3,00,000 - 5,00,000"
HavStrategy,Digital Marketing Executive,Noida,,"₹ 3,00,000 - 7,00,000"
Future Gate HR Solutions,Telecaller,Ahmedabad,,"₹ 2,00,000 - 3,00,000"
The Skillians,Business Development Associate,Work from home,,"₹ 2,00,000 - 2,50,000"
SK HR Services,Corporate Sales Executive,Chennai,,"₹ 2,00,000 - 3,50,000"
Lunaer,Junior Social Media Marketing Specialist,Delhi,,"₹ 2,40,000 - 3,60,000"
Media.net,Data Operations Analyst,Mumbai,,"₹ 3,00,000 - 4,00,000"
Zee Entertainment Enterprises Limited,Event Co-Ordinator,Mumbai,,"₹ 3,00,000 - 5,00,000"
Practice Buzz,Wordpress Content Publisher,Work from home,,"₹ 2,00,000 - 3,00,000"
TAB Group,Data Entry Executive,Noida,,"₹ 2,00,000"
Transcom India,Customer Support Executive,Gurgaon,,"₹ 2,76,000 - 2,88,000"
Diligent Educations,Business Development Executive,Noida,,"₹ 2,00,000 - 3,50,000"
Choice International Limited,Administration Executive,Mumbai,,"₹ 2,00,000 - 2,00,001"
Swabhimaan Architects,Junior Operations Executive,Lucknow,,"₹ 2,00,000"
Systemic Altruism,Ai Startup Founder,Work from home,,"₹ 6,00,000 - 8,00,000"
NPrep,Graphic Designer,Work from home,,"₹ 2,40,000 - 3,60,000"
Protectt.ai Labs Private Limited,Android App Developer,Mumbai,,"₹ 3,00,000 - 6,00,000"
Iedaffaires,Video Editor,Work from home,,"₹ 2,00,000"
Fabulicious Private Limited,Customer Acquisition Executive,Mumbai,,"₹ 2,00,000 - 2,20,000"
Pawzz,Human Resources (HR) Associate,Gurgaon,,"₹ 3,00,000 - 5,00,000"
Protectt.ai Labs Private Limited,iOS App Developer,Chennai,,"₹ 3,50,000"
Legal Papers India,Corporate Sales Executive,Noida,,"₹ 2,16,000 - 2,40,000"
Colorgenics Marketing Services Pvt Ltd,Customer Acquisition Associate,Noida,,"₹ 2,00,000 - 2,40,000"
IronPeak Staffing Solutions,Business Development Associate,Gurgaon,,"₹ 2,50,000 - 3,00,000"
Protectt.ai Labs Private Limited,Trainee-Product Engineering,Chennai,,"₹ 3,50,000"
Wizzer AdvisorTech Pvt. Ltd.,Engineering Lead,Mumbai,,"₹ 16,00,000 - 18,00,000"
Systemic Altruism,AI Video Creator,Work from home,,"₹ 6,00,000 - 8,00,000"
Nuwebwave Technologies Private Limited,Corporate Sales Executive,Mumbai,,"₹ 3,60,000 - 6,00,000"
JP Dyechem,Corporate Sales Executive,Mumbai,,"₹ 2,00,000 - 2,50,000"
Echo Booom,Bussines Associate,Bangalore,,"₹ 2,50,000 - 4,50,000"
SenSage Financial Services Private Limited,Administration Executive,Hyderabad,,"₹ 2,00,000 - 2,40,000"
OnGrid,Senior Sales Executive,Gurgaon,,"₹ 4,00,000 - 6,00,000"
Yellow Bulbs Solutions Private Limited,Junior Search Engine Optimization (SEO) Specialist,Delhi,,"₹ 2,40,000 - 2,64,000"
Axonaio Technologies Private Limited,Junior Operations Executive,Hyderabad,,"₹ 3,00,000 - 4,00,000"
Qyubic,Junior Business Development Executive,Work from home,,"₹ 3,00,000 - 4,20,000"
Gujarat Infotech Limited,Business Development Executive,Work from home,,"₹ 5,00,000"
Breakout,Event Management Executive,Koramangala,,"₹ 2,40,000 - 3,00,000"
IronPeak Staffing Solutions,Business Development Associate,Faridabad,,"₹ 3,00,000 - 4,00,000"
Godrej Infotech,Corporate Sales Executive,Lucknow,,"₹ 3,00,000"
Long Finch Technologies,Associate Recruiter,Noida,,"₹ 2,00,000 - 2,50,000"
Shay,Junior Social Media Marketing Executive,Delhi,,"₹ 2,00,000 - 5,00,000"
Tribiz India,Telecaller,Delhi,,"₹ 2,00,000 - 3,50,000"
Codelux Solutions,Computer Operator,Work from home,,"₹ 4,00,000 - 7,00,000"
Codelux Solutions,Data Entry Operator Executive,Work from home,,"₹ 4,00,000 - 7,00,000"
Tvisha Technologies Private Limited,Junior Corporate Sales Executive,Hyderabad,,"₹ 2,00,000 - 3,00,000"
Reinforce Tech,Junior Big Data Executive,Work from home,,"₹ 4,00,000 - 7,00,000"
Wehire Talent Solutions,Customer Acquisition Executive,Thane,,"₹ 2,00,000 - 4,50,000"
Cosmos Staffing Solutions,Senior Telecaller,Mumbai,,"₹ 4,00,000 - 5,00,000"
Softsensor.ai,Salesforce Developer Trainee,Work from home,,"₹ 3,50,000 - 5,50,000"
Insytelli Services LLP,Python Junior Software Engineer (Web Scraping And Automation) – Entry Level,Bangalore,,"₹ 3,50,000 - 4,00,000"
Kore1 Manpower Solution Private Limited,Associate Recruiter,Hyderabad,,"₹ 2,00,000 - 3,50,000"
Avanzar Health,Junior WordPress Developer,Work from home,,"₹ 2,00,000 - 3,00,000"
Rahul Lakhanpal,Bengali Translation For AI Model Training,Work from home,,"₹ 2,40,000 - 4,00,000"
"TELUS International AI Inc. (Las Vegas, United States)",Remote Internet Assessor - Punjabi Speakers,Work from home,,"$ 3,360"
"TELUS International AI Inc. (Las Vegas, United States)",Homebased Sindhi-speaking Internet Assessor,Work from home,,"$ 3,360"
SolutionsHUB360 Limited,Client Acquisition Manager,Delhi,,"₹ 5,00,000 - 6,00,000"
Dazzlebirds Web Solutions,Full Stack WordPress Developer,Work from home,,"₹ 5,00,000"
Technical India,Junior Search Engine Optimization (SEO) Specialist,Raipur,,"₹ 2,00,000 - 3,00,000"
WAYTOGO Consultants Private Limited,Sign Board Maker,Jaipur,,"₹ 2,00,000 - 2,50,000"
Zista Education Private Limited,Associate Telecaller,Mumbai,,"₹ 2,40,000 - 3,00,000"
SolutionsHUB360 Limited,Business Development Associate (Sales),Delhi,,"₹ 2,00,000 - 3,00,000"
SolutionsHUB360 Limited,Senior Telecaller,Delhi,,"₹ 2,00,000 - 3,00,000"
Careelogy,Digital Marketing Associate,Work from home,,"₹ 2,00,000 - 2,40,000"
Marcom HotShop INC,Video Editor,Greater Noida,,"₹ 5,00,000"
THE PROFESSIONAL HAIR SALON & SPA (INDIA),Corporate Sales Specialist,Delhi,,"₹ 5,00,000 - 10,00,000"
Aastha Nova Brands,Cosmetic Formulation,Mumbai,,"₹ 3,40,000 - 3,60,000"
GlobalSpace Technologies,HR Manager,Navi Mumbai,,"₹ 3,50,000 - 4,00,000"
Aspirify Enterprises Private Limited,Associate Business Analyst,Delhi,,"₹ 2,00,000 - 5,00,000"
JM Financial Limited,Real Estate Consultant,Pune,,"₹ 3,00,000 - 4,25,000"
Nova Nova,Channel Development (E-Commerce & Q-Commerce),Mumbai,,"₹ 2,00,000"
KVAR Technologies Private Limited,Business Development Executive,Mumbai,,"₹ 2,40,000 - 4,20,000"
Signori Armadio,Customer Relationship Manager,Delhi,,"₹ 3,60,000 - 4,80,000"
IndieCare AI Solutions Private Limited,Veterinarian,Delhi,,"₹ 6,00,000 - 7,20,000"
Urban Company,Business Development Associate,Chandigarh,,"₹ 2,80,000 - 3,50,000"
Career Hunt India Private Limited,Marketing Associate,Chandigarh,,"₹ 2,00,000 - 2,40,000"
UBALL SERVICES PRIVATE LIMITED,Senior Telecaller,Work from home,,"₹ 2,00,000 - 5,00,000"
Designbox,Junior Copywriter,Delhi,,"₹ 2,00,000 - 3,00,000"
Precedence Research Private Limited,Content Writer,Pune,,"₹ 2,00,000 - 2,64,000"
STEP MANPOWER PRIVATE LIMITED,Manager (Taxation),Navi Mumbai,,"₹ 8,00,000 - 10,00,000"
Connectpro Management Consultants,Junior Talent Acquisition Specialist,Delhi,,"₹ 2,00,000 - 5,00,000"
Aadi Care,Business Development Associate,Gurgaon,,"₹ 3,60,000 - 4,80,000"
Lexcorp Law Offices,Administration Manager,Delhi,,"₹ 2,00,000"
Anukriti Stories Event Company,Event Management Manager,Indore,,"₹ 2,00,000 - 2,50,000"
MIRACLE TECHNOLOGIES,Corporate Sales Executive,Work from home,,"₹ 5,00,000 - 6,00,000"
Arth Venture Partners,Credit Analyst,Nagpur,,"₹ 2,00,000 - 3,00,000"
Point2PointSolutions,Junior Accountant,Mumbai,,"₹ 2,00,000 - 2,00,001"
WeMakeScholars,Graphic Designer,Bhubaneswar,,"₹ 3,50,000 - 3,80,000"
Curl Cure,Business Development Executive,Thane,,"₹ 3,50,000 - 4,00,000"
Motion Master,Junior Video Editor,Work from home,,"₹ 2,00,000 - 3,00,000"
Raj Keshri Impex,Accountant,Vashi Navi Mumbai,,"₹ 2,25,000 - 3,00,000"
Innovative Digital Lab,Digital Marketing Manager,Gurgaon,,"₹ 2,00,000 - 3,00,000"
MNC Events,Junior Video Editor,Pune,,"₹ 2,40,000 - 3,00,000"
Ferrari Video,Administration Manager,Hyderabad,,"₹ 2,00,000 - 2,40,000"
Tanika Tech Jewels Private Limited,Customer Service Specialist,Mumbai,,"₹ 2,00,000 - 4,00,000"
SolutionsHUB360 Limited,Senior Video Editor,Delhi,,"₹ 2,00,000 - 3,00,000"
Maya Web Tech,Business Development Manager,Noida,,"₹ 5,00,000 - 7,00,000"
Hiring Squad,Junior Recruiter,Work from home,,"₹ 2,00,000 - 2,40,000"
Infigon Futures,Business Development Executive,Mumbai,,"₹ 3,00,000 - 4,00,000"
Evyan Mobilty Private Limited,Lead Technician,Mumbai,,"₹ 2,60,000"
GKS Infotech Pvt Ltd,Associate Python Developer,Kochi,,"₹ 8,00,000 - 10,00,000"
High Custom Jewellers,Junior Sales Executive,Surat,,"₹ 2,00,000 - 2,50,000"
Ashwani  Kumar,Corporate Sales Executive,Dehradun,,"₹ 2,00,000 - 2,50,000"
Project Nirvana,Digital Marketing Executive,Bangalore,,"₹ 5,00,000"
FutureRole,Customer Acquisition Specialist,Bangalore,,"₹ 2,00,000"
Karvy Financial Services,Corporate Sales Executive,Ghaziabad,,"₹ 2,00,000 - 3,00,000"
Market Rituals,Digital Marketing Executive,Delhi,,"₹ 2,00,000 - 2,00,001"
LogicHook,Business Development Associate,Work from home,,"₹ 2,00,000 - 3,00,000"
KollegeApply,Content Writer,Gurgaon,,"₹ 3,00,000 - 4,00,000"
SpireEdu Services,Marathi Transcription Specialist,Work from home,,"₹ 2,00,000 - 2,00,001"
Learning Routes,Business Development Associate,Delhi,,"₹ 3,00,000 - 4,50,000"
Vv Cars,Associate Video Editor,Chennai,,"₹ 5,00,000"
Achievers Educational Services,Counsellor Admissions,Delhi,,"₹ 2,00,000 - 3,60,000"
Avinash Naidu,Administration Manager,Thane,,"₹ 2,00,000 - 2,10,000"
ALFA KPO Private Limited,Network Engineer,Mumbai,,"₹ 2,04,000"
Digivance Solutions,Administration Associate,Mumbai,,"₹ 2,40,000 - 2,60,000"
Ohhpro Technologies Private Limited,Field Sales Executive,Bhubaneswar,,"₹ 2,00,000 - 3,00,000"
Cosmos Staffing Solutions,Senior Telecaller,Noida,,"₹ 3,50,000 - 4,00,000"
Ono Teas,Business Development Executive,Thane,,"₹ 2,00,000 - 4,20,000"
Agri Joy,CRM Manager,Dehradun,,"₹ 2,16,000 - 2,40,000"
NMS MUSICALS,Sales Person,Korattur,,"₹ 2,00,000 - 2,00,001"
BnB India,Accountant,Mumbai,,"₹ 2,00,000"
